,personaje,fecha_hora,genero,fuente
908,rolando_barbano,2020-08-11 19:15:00,M,TN
909,rolando_barbano,2020-08-11 19:15:01,M,TN
910,rolando_barbano,2020-08-11 19:15:02,M,TN
911,rolando_barbano,2020-08-11 19:15:03,M,TN
912,rolando_barbano,2020-08-11 19:15:04,M,TN
913,rolando_barbano,2020-08-11 19:15:05,M,TN
914,rolando_barbano,2020-08-11 19:15:06,M,TN
915,rolando_barbano,2020-08-11 19:15:07,M,TN
916,rolando_barbano,2020-08-11 19:15:08,M,TN
917,rolando_barbano,2020-08-11 19:15:09,M,TN
918,rolando_barbano,2020-08-11 19:15:10,M,TN
919,rolando_barbano,2020-08-11 19:15:11,M,TN
920,rolando_barbano,2020-08-11 19:15:12,M,TN
921,rolando_barbano,2020-08-11 19:15:13,M,TN
922,rolando_barbano,2020-08-11 19:15:14,M,TN
923,rolando_barbano,2020-08-11 19:15:15,M,TN
924,rolando_barbano,2020-08-11 19:15:16,M,TN
925,rolando_barbano,2020-08-11 19:15:17,M,TN
926,rolando_barbano,2020-08-11 19:15:18,M,TN
927,rolando_barbano,2020-08-11 19:15:19,M,TN
928,rolando_barbano,2020-08-11 19:15:20,M,TN
929,rolando_barbano,2020-08-11 19:15:21,M,TN
930,rolando_barbano,2020-08-11 19:15:22,M,TN
931,rolando_barbano,2020-08-11 19:15:23,M,TN
932,rolando_barbano,2020-08-11 19:15:24,M,TN
933,rolando_barbano,2020-08-11 19:15:25,M,TN
934,rolando_barbano,2020-08-11 19:15:26,M,TN
935,rolando_barbano,2020-08-11 19:15:27,M,TN
936,rolando_barbano,2020-08-11 19:15:28,M,TN
937,rolando_barbano,2020-08-11 19:15:29,M,TN
938,rolando_barbano,2020-08-11 19:15:30,M,TN
939,rolando_barbano,2020-08-11 19:15:31,M,TN
940,rolando_barbano,2020-08-11 19:15:32,M,TN
941,rolando_barbano,2020-08-11 19:15:33,M,TN
942,rolando_barbano,2020-08-11 19:15:34,M,TN
943,rolando_barbano,2020-08-11 19:15:35,M,TN
944,rolando_barbano,2020-08-11 19:15:36,M,TN
945,rolando_barbano,2020-08-11 19:15:37,M,TN
946,rolando_barbano,2020-08-11 19:15:38,M,TN
947,rolando_barbano,2020-08-11 19:15:39,M,TN
948,rolando_barbano,2020-08-11 19:15:40,M,TN
949,rolando_barbano,2020-08-11 19:15:41,M,TN
950,rolando_barbano,2020-08-11 19:15:42,M,TN
951,rolando_barbano,2020-08-11 19:15:43,M,TN
952,rolando_barbano,2020-08-11 19:15:44,M,TN
953,rolando_barbano,2020-08-11 19:15:45,M,TN
954,rolando_barbano,2020-08-11 19:15:46,M,TN
955,rolando_barbano,2020-08-11 19:15:47,M,TN
956,rolando_barbano,2020-08-11 19:15:48,M,TN
957,rolando_barbano,2020-08-11 19:15:49,M,TN
958,rolando_barbano,2020-08-11 19:15:50,M,TN
959,rolando_barbano,2020-08-11 19:15:51,M,TN
960,rolando_barbano,2020-08-11 19:15:52,M,TN
961,rolando_barbano,2020-08-11 19:15:53,M,TN
962,rolando_barbano,2020-08-11 19:15:54,M,TN
963,rolando_barbano,2020-08-11 19:15:55,M,TN
964,rolando_barbano,2020-08-11 19:15:56,M,TN
965,rolando_barbano,2020-08-11 19:15:57,M,TN
966,rolando_barbano,2020-08-11 19:15:58,M,TN
967,rolando_barbano,2020-08-11 19:15:59,M,TN
968,rolando_barbano,2020-08-11 19:16:00,M,TN
969,rolando_barbano,2020-08-11 19:16:01,M,TN
970,rolando_barbano,2020-08-11 19:16:02,M,TN
971,rolando_barbano,2020-08-11 19:16:03,M,TN
972,rolando_barbano,2020-08-11 19:16:04,M,TN
973,rolando_barbano,2020-08-11 19:16:05,M,TN
974,rolando_barbano,2020-08-11 19:16:06,M,TN
975,rolando_barbano,2020-08-11 19:16:07,M,TN
976,rolando_barbano,2020-08-11 19:16:08,M,TN
977,rolando_barbano,2020-08-11 19:16:09,M,TN
978,rolando_barbano,2020-08-11 19:16:10,M,TN
979,rolando_barbano,2020-08-11 19:16:11,M,TN
980,rolando_barbano,2020-08-11 19:16:12,M,TN
981,rolando_barbano,2020-08-11 19:16:13,M,TN
982,rolando_barbano,2020-08-11 19:16:14,M,TN
983,rolando_barbano,2020-08-11 19:16:15,M,TN
984,rolando_barbano,2020-08-11 19:16:16,M,TN
985,rolando_barbano,2020-08-11 19:16:17,M,TN
986,rolando_barbano,2020-08-11 19:16:18,M,TN
987,rolando_barbano,2020-08-11 19:16:19,M,TN
988,rolando_barbano,2020-08-11 19:16:20,M,TN
989,rolando_barbano,2020-08-11 19:16:21,M,TN
990,rolando_barbano,2020-08-11 19:16:22,M,TN
991,rolando_barbano,2020-08-11 19:16:23,M,TN
992,rolando_barbano,2020-08-11 19:16:24,M,TN
993,rolando_barbano,2020-08-11 19:16:25,M,TN
994,rolando_barbano,2020-08-11 19:16:26,M,TN
995,rolando_barbano,2020-08-11 19:16:27,M,TN
996,rolando_barbano,2020-08-11 19:16:28,M,TN
997,rolando_barbano,2020-08-11 19:16:29,M,TN
998,rolando_barbano,2020-08-11 19:16:30,M,TN
999,rolando_barbano,2020-08-11 19:16:31,M,TN
1000,rolando_barbano,2020-08-11 19:16:32,M,TN
1001,rolando_barbano,2020-08-11 19:16:33,M,TN
1002,rolando_barbano,2020-08-11 19:16:34,M,TN
1003,rolando_barbano,2020-08-11 19:16:35,M,TN
1004,rolando_barbano,2020-08-11 19:16:36,M,TN
1005,rolando_barbano,2020-08-11 19:16:37,M,TN
1006,rolando_barbano,2020-08-11 19:16:38,M,TN
1007,rolando_barbano,2020-08-11 19:16:39,M,TN
1008,rolando_barbano,2020-08-11 19:16:40,M,TN
1009,rolando_barbano,2020-08-11 19:16:41,M,TN
1010,rolando_barbano,2020-08-11 19:16:42,M,TN
1011,rolando_barbano,2020-08-11 19:16:43,M,TN
1012,rolando_barbano,2020-08-11 19:16:44,M,TN
1013,rolando_barbano,2020-08-11 19:16:45,M,TN
1014,rolando_barbano,2020-08-11 19:16:46,M,TN
1015,rolando_barbano,2020-08-11 19:16:47,M,TN
1016,rolando_barbano,2020-08-11 19:16:48,M,TN
1017,rolando_barbano,2020-08-11 19:16:49,M,TN
1018,rolando_barbano,2020-08-11 19:16:50,M,TN
1019,rolando_barbano,2020-08-11 19:16:51,M,TN
1020,rolando_barbano,2020-08-11 19:16:52,M,TN
1021,rolando_barbano,2020-08-11 19:16:53,M,TN
1022,rolando_barbano,2020-08-11 19:16:54,M,TN
1023,rolando_barbano,2020-08-11 19:16:55,M,TN
1024,rolando_barbano,2020-08-11 19:16:56,M,TN
1025,rolando_barbano,2020-08-11 19:16:57,M,TN
1026,rolando_barbano,2020-08-11 19:16:58,M,TN
1027,rolando_barbano,2020-08-11 19:16:59,M,TN
1028,rolando_barbano,2020-08-11 19:17:00,M,TN
1029,rolando_barbano,2020-08-11 19:17:01,M,TN
1030,rolando_barbano,2020-08-11 19:17:02,M,TN
1031,rolando_barbano,2020-08-11 19:17:03,M,TN
1032,rolando_barbano,2020-08-11 19:17:04,M,TN
1033,rolando_barbano,2020-08-11 19:17:05,M,TN
1034,rolando_barbano,2020-08-11 19:17:06,M,TN
1035,rolando_barbano,2020-08-11 19:17:07,M,TN
1036,rolando_barbano,2020-08-11 19:17:08,M,TN
1037,rolando_barbano,2020-08-11 19:17:09,M,TN
1038,rolando_barbano,2020-08-11 19:17:10,M,TN
1039,rolando_barbano,2020-08-11 19:17:11,M,TN
1040,rolando_barbano,2020-08-11 19:17:12,M,TN
1041,rolando_barbano,2020-08-11 19:17:13,M,TN
1042,rolando_barbano,2020-08-11 19:17:14,M,TN
1043,rolando_barbano,2020-08-11 19:17:15,M,TN
1044,rolando_barbano,2020-08-11 19:17:16,M,TN
1045,rolando_barbano,2020-08-11 19:17:17,M,TN
1046,rolando_barbano,2020-08-11 19:17:18,M,TN
1047,rolando_barbano,2020-08-11 19:17:19,M,TN
1048,rolando_barbano,2020-08-11 19:17:20,M,TN
1049,rolando_barbano,2020-08-11 19:17:21,M,TN
1050,rolando_barbano,2020-08-11 19:17:22,M,TN
1051,rolando_barbano,2020-08-11 19:17:23,M,TN
1052,rolando_barbano,2020-08-11 19:17:24,M,TN
1053,rolando_barbano,2020-08-11 19:17:25,M,TN
1054,rolando_barbano,2020-08-11 19:17:26,M,TN
1055,rolando_barbano,2020-08-11 19:17:27,M,TN
1056,rolando_barbano,2020-08-11 19:17:28,M,TN
1057,rolando_barbano,2020-08-11 19:17:29,M,TN
1058,rolando_barbano,2020-08-11 19:17:30,M,TN
1059,rolando_barbano,2020-08-11 19:17:31,M,TN
1060,rolando_barbano,2020-08-11 19:17:32,M,TN
1061,rolando_barbano,2020-08-11 19:17:33,M,TN
1062,rolando_barbano,2020-08-11 19:17:34,M,TN
1063,rolando_barbano,2020-08-11 19:17:35,M,TN
1064,rolando_barbano,2020-08-11 19:17:36,M,TN
1065,rolando_barbano,2020-08-11 19:17:37,M,TN
1066,rolando_barbano,2020-08-11 19:17:38,M,TN
1067,rolando_barbano,2020-08-11 19:17:39,M,TN
1068,rolando_barbano,2020-08-11 19:17:40,M,TN
1069,rolando_barbano,2020-08-11 19:17:41,M,TN
1070,rolando_barbano,2020-08-11 19:17:42,M,TN
1071,rolando_barbano,2020-08-11 19:17:43,M,TN
1072,rolando_barbano,2020-08-11 19:17:44,M,TN
1073,rolando_barbano,2020-08-11 19:17:45,M,TN
1074,rolando_barbano,2020-08-11 19:17:46,M,TN
1075,rolando_barbano,2020-08-11 19:17:47,M,TN
1076,rolando_barbano,2020-08-11 19:17:48,M,TN
1077,rolando_barbano,2020-08-11 19:17:49,M,TN
1078,rolando_barbano,2020-08-11 19:17:50,M,TN
1079,rolando_barbano,2020-08-11 19:17:51,M,TN
1080,rolando_barbano,2020-08-11 19:17:52,M,TN
1081,rolando_barbano,2020-08-11 19:17:53,M,TN
1082,rolando_barbano,2020-08-11 19:17:54,M,TN
1083,rolando_barbano,2020-08-11 19:17:55,M,TN
1084,rolando_barbano,2020-08-11 19:17:56,M,TN
1085,rolando_barbano,2020-08-11 19:17:57,M,TN
1086,rolando_barbano,2020-08-11 19:17:58,M,TN
1087,rolando_barbano,2020-08-11 19:17:59,M,TN
1088,rolando_barbano,2020-08-11 19:18:00,M,TN
1089,rolando_barbano,2020-08-11 19:18:01,M,TN
1090,rolando_barbano,2020-08-11 19:18:02,M,TN
1091,rolando_barbano,2020-08-11 19:18:03,M,TN
1092,rolando_barbano,2020-08-11 19:18:04,M,TN
1093,rolando_barbano,2020-08-11 19:18:05,M,TN
1094,rolando_barbano,2020-08-11 19:18:06,M,TN
1095,rolando_barbano,2020-08-11 19:18:07,M,TN
1096,rolando_barbano,2020-08-11 19:18:08,M,TN
1097,rolando_barbano,2020-08-11 19:18:09,M,TN
1098,rolando_barbano,2020-08-11 19:18:10,M,TN
1099,rolando_barbano,2020-08-11 19:18:11,M,TN
1100,rolando_barbano,2020-08-11 19:18:12,M,TN
1101,rolando_barbano,2020-08-11 19:18:13,M,TN
1102,rolando_barbano,2020-08-11 19:18:14,M,TN
1103,rolando_barbano,2020-08-11 19:18:15,M,TN
1104,rolando_barbano,2020-08-11 19:18:16,M,TN
1105,rolando_barbano,2020-08-11 19:18:17,M,TN
1106,rolando_barbano,2020-08-11 19:18:18,M,TN
1107,rolando_barbano,2020-08-11 19:18:19,M,TN
1108,rolando_barbano,2020-08-11 19:18:20,M,TN
1109,rolando_barbano,2020-08-11 19:18:21,M,TN
1110,rolando_barbano,2020-08-11 19:18:22,M,TN
1111,rolando_barbano,2020-08-11 19:18:23,M,TN
1112,rolando_barbano,2020-08-11 19:18:24,M,TN
1113,rolando_barbano,2020-08-11 19:18:25,M,TN
1114,rolando_barbano,2020-08-11 19:18:26,M,TN
1115,rolando_barbano,2020-08-11 19:18:27,M,TN
1116,rolando_barbano,2020-08-11 19:18:28,M,TN
1117,rolando_barbano,2020-08-11 19:18:29,M,TN
1118,rolando_barbano,2020-08-11 19:18:30,M,TN
1119,rolando_barbano,2020-08-11 19:18:31,M,TN
1120,rolando_barbano,2020-08-11 19:18:32,M,TN
1121,rolando_barbano,2020-08-11 19:18:33,M,TN
1122,rolando_barbano,2020-08-11 19:18:34,M,TN
1123,rolando_barbano,2020-08-11 19:18:35,M,TN
1124,rolando_barbano,2020-08-11 19:18:36,M,TN
1125,rolando_barbano,2020-08-11 19:18:37,M,TN
1126,rolando_barbano,2020-08-11 19:18:38,M,TN
1127,rolando_barbano,2020-08-11 19:18:39,M,TN
1128,rolando_barbano,2020-08-11 19:18:40,M,TN
1129,rolando_barbano,2020-08-11 19:18:41,M,TN
1130,rolando_barbano,2020-08-11 19:18:42,M,TN
1131,rolando_barbano,2020-08-11 19:18:43,M,TN
1132,rolando_barbano,2020-08-11 19:18:44,M,TN
1133,rolando_barbano,2020-08-11 19:18:45,M,TN
1134,rolando_barbano,2020-08-11 19:18:46,M,TN
1135,rolando_barbano,2020-08-11 19:18:47,M,TN
1136,rolando_barbano,2020-08-11 19:18:48,M,TN
1137,rolando_barbano,2020-08-11 19:18:49,M,TN
1138,rolando_barbano,2020-08-11 19:18:50,M,TN
1139,rolando_barbano,2020-08-11 19:18:51,M,TN
1140,rolando_barbano,2020-08-11 19:18:52,M,TN
1141,rolando_barbano,2020-08-11 19:18:53,M,TN
1142,rolando_barbano,2020-08-11 19:18:54,M,TN
1143,rolando_barbano,2020-08-11 19:18:55,M,TN
1144,rolando_barbano,2020-08-11 19:18:56,M,TN
1145,rolando_barbano,2020-08-11 19:18:57,M,TN
1146,rolando_barbano,2020-08-11 19:18:58,M,TN
1147,rolando_barbano,2020-08-11 19:18:59,M,TN
1148,rolando_barbano,2020-08-11 19:19:00,M,TN
1149,rolando_barbano,2020-08-11 19:19:01,M,TN
1150,rolando_barbano,2020-08-11 19:19:02,M,TN
1151,rolando_barbano,2020-08-11 19:19:03,M,TN
1152,rolando_barbano,2020-08-11 19:19:04,M,TN
1153,rolando_barbano,2020-08-11 19:19:05,M,TN
1154,rolando_barbano,2020-08-11 19:19:06,M,TN
1155,rolando_barbano,2020-08-11 19:19:07,M,TN
1156,rolando_barbano,2020-08-11 19:19:08,M,TN
1157,rolando_barbano,2020-08-11 19:19:09,M,TN
1158,rolando_barbano,2020-08-11 19:19:10,M,TN
1159,rolando_barbano,2020-08-11 19:19:11,M,TN
1160,rolando_barbano,2020-08-11 19:19:12,M,TN
1161,rolando_barbano,2020-08-11 19:19:13,M,TN
1162,rolando_barbano,2020-08-11 19:19:14,M,TN
1163,rolando_barbano,2020-08-11 19:19:15,M,TN
1164,rolando_barbano,2020-08-11 19:19:16,M,TN
1165,rolando_barbano,2020-08-11 19:19:17,M,TN
1166,rolando_barbano,2020-08-11 19:19:18,M,TN
1167,rolando_barbano,2020-08-11 19:19:19,M,TN
1168,rolando_barbano,2020-08-11 19:19:20,M,TN
1169,rolando_barbano,2020-08-11 19:19:21,M,TN
1170,rolando_barbano,2020-08-11 19:19:22,M,TN
1171,rolando_barbano,2020-08-11 19:19:23,M,TN
1172,rolando_barbano,2020-08-11 19:19:24,M,TN
1173,rolando_barbano,2020-08-11 19:19:25,M,TN
1174,rolando_barbano,2020-08-11 19:19:26,M,TN
1175,rolando_barbano,2020-08-11 19:19:27,M,TN
1176,rolando_barbano,2020-08-11 19:19:28,M,TN
1177,rolando_barbano,2020-08-11 19:19:29,M,TN
1178,rolando_barbano,2020-08-11 19:19:30,M,TN
1179,rolando_barbano,2020-08-11 19:19:31,M,TN
1180,rolando_barbano,2020-08-11 19:19:32,M,TN
1181,rolando_barbano,2020-08-11 19:19:33,M,TN
1182,rolando_barbano,2020-08-11 19:19:34,M,TN
1183,rolando_barbano,2020-08-11 19:19:35,M,TN
1184,rolando_barbano,2020-08-11 19:19:36,M,TN
1185,rolando_barbano,2020-08-11 19:19:37,M,TN
1186,rolando_barbano,2020-08-11 19:19:38,M,TN
1187,rolando_barbano,2020-08-11 19:19:39,M,TN
1188,rolando_barbano,2020-08-11 19:19:40,M,TN
1189,rolando_barbano,2020-08-11 19:19:41,M,TN
1190,rolando_barbano,2020-08-11 19:19:42,M,TN
1191,rolando_barbano,2020-08-11 19:19:43,M,TN
1192,rolando_barbano,2020-08-11 19:19:44,M,TN
1193,rolando_barbano,2020-08-11 19:19:45,M,TN
1194,rolando_barbano,2020-08-11 19:19:46,M,TN
1195,rolando_barbano,2020-08-11 19:19:47,M,TN
1196,rolando_barbano,2020-08-11 19:19:48,M,TN
1197,rolando_barbano,2020-08-11 19:19:49,M,TN
1198,rolando_barbano,2020-08-11 19:19:50,M,TN
1199,rolando_barbano,2020-08-11 19:19:51,M,TN
1200,rolando_barbano,2020-08-11 19:19:52,M,TN
1201,rolando_barbano,2020-08-11 19:19:53,M,TN
1202,rolando_barbano,2020-08-11 19:19:54,M,TN
1203,rolando_barbano,2020-08-11 19:19:55,M,TN
1204,rolando_barbano,2020-08-11 19:19:56,M,TN
1205,rolando_barbano,2020-08-11 19:19:57,M,TN
1206,rolando_barbano,2020-08-11 19:19:58,M,TN
1207,rolando_barbano,2020-08-11 19:19:59,M,TN
1208,rolando_barbano,2020-08-11 19:20:00,M,TN
1209,rolando_barbano,2020-08-11 19:20:01,M,TN
1210,rolando_barbano,2020-08-11 19:20:02,M,TN
1211,rolando_barbano,2020-08-11 19:20:03,M,TN
1212,rolando_barbano,2020-08-11 19:20:04,M,TN
1213,rolando_barbano,2020-08-11 19:20:05,M,TN
1214,rolando_barbano,2020-08-11 19:20:06,M,TN
1215,rolando_barbano,2020-08-11 19:20:07,M,TN
1216,rolando_barbano,2020-08-11 19:20:08,M,TN
1217,rolando_barbano,2020-08-11 19:20:09,M,TN
1218,rolando_barbano,2020-08-11 19:20:10,M,TN
1219,rolando_barbano,2020-08-11 19:20:11,M,TN
1220,rolando_barbano,2020-08-11 19:20:12,M,TN
1221,rolando_barbano,2020-08-11 19:20:13,M,TN
1222,rolando_barbano,2020-08-11 19:20:14,M,TN
1223,rolando_barbano,2020-08-11 19:20:15,M,TN
1224,rolando_barbano,2020-08-11 19:20:16,M,TN
1225,rolando_barbano,2020-08-11 19:20:17,M,TN
1226,rolando_barbano,2020-08-11 19:20:18,M,TN
1227,rolando_barbano,2020-08-11 19:20:19,M,TN
1228,rolando_barbano,2020-08-11 19:20:20,M,TN
1229,rolando_barbano,2020-08-11 19:20:21,M,TN
1230,rolando_barbano,2020-08-11 19:20:22,M,TN
1231,rolando_barbano,2020-08-11 19:20:23,M,TN
1232,rolando_barbano,2020-08-11 19:20:24,M,TN
1233,rolando_barbano,2020-08-11 19:20:25,M,TN
1234,rolando_barbano,2020-08-11 19:20:26,M,TN
1235,rolando_barbano,2020-08-11 19:20:27,M,TN
1236,rolando_barbano,2020-08-11 19:20:28,M,TN
1237,rolando_barbano,2020-08-11 19:20:29,M,TN
1238,rolando_barbano,2020-08-11 19:20:30,M,TN
1239,rolando_barbano,2020-08-11 19:20:31,M,TN
1240,rolando_barbano,2020-08-11 19:20:32,M,TN
1241,rolando_barbano,2020-08-11 19:20:33,M,TN
1242,rolando_barbano,2020-08-11 19:20:34,M,TN
1243,rolando_barbano,2020-08-11 19:20:35,M,TN
1244,rolando_barbano,2020-08-11 19:20:36,M,TN
1245,rolando_barbano,2020-08-11 19:20:37,M,TN
1246,rolando_barbano,2020-08-11 19:20:38,M,TN
1247,rolando_barbano,2020-08-11 19:20:39,M,TN
1248,rolando_barbano,2020-08-11 19:20:40,M,TN
1249,rolando_barbano,2020-08-11 19:20:41,M,TN
1250,rolando_barbano,2020-08-11 19:20:42,M,TN
1251,rolando_barbano,2020-08-11 19:20:43,M,TN
1252,rolando_barbano,2020-08-11 19:20:44,M,TN
1253,rolando_barbano,2020-08-11 19:20:45,M,TN
1254,rolando_barbano,2020-08-11 19:20:46,M,TN
1255,rolando_barbano,2020-08-11 19:20:47,M,TN
1256,rolando_barbano,2020-08-11 19:20:48,M,TN
1257,rolando_barbano,2020-08-11 19:20:49,M,TN
1258,rolando_barbano,2020-08-11 19:20:50,M,TN
1259,rolando_barbano,2020-08-11 19:20:51,M,TN
1260,rolando_barbano,2020-08-11 19:20:52,M,TN
1261,rolando_barbano,2020-08-11 19:20:53,M,TN
1262,rolando_barbano,2020-08-11 19:20:54,M,TN
1263,rolando_barbano,2020-08-11 19:20:55,M,TN
1264,rolando_barbano,2020-08-11 19:20:56,M,TN
1265,rolando_barbano,2020-08-11 19:20:57,M,TN
1266,rolando_barbano,2020-08-11 19:20:58,M,TN
1267,rolando_barbano,2020-08-11 19:20:59,M,TN
1268,rolando_barbano,2020-08-11 19:21:00,M,TN
1269,rolando_barbano,2020-08-11 19:21:01,M,TN
1270,rolando_barbano,2020-08-11 19:21:02,M,TN
1271,rolando_barbano,2020-08-11 19:21:03,M,TN
1272,rolando_barbano,2020-08-11 19:21:04,M,TN
1273,rolando_barbano,2020-08-11 19:21:05,M,TN
1274,rolando_barbano,2020-08-11 19:21:06,M,TN
1275,rolando_barbano,2020-08-11 19:21:07,M,TN
1276,rolando_barbano,2020-08-11 19:21:08,M,TN
1277,rolando_barbano,2020-08-11 19:21:09,M,TN
1278,rolando_barbano,2020-08-11 19:21:10,M,TN
1279,rolando_barbano,2020-08-11 19:21:11,M,TN
1280,rolando_barbano,2020-08-11 19:21:12,M,TN
1281,rolando_barbano,2020-08-11 19:21:13,M,TN
1282,rolando_barbano,2020-08-11 19:21:14,M,TN
1283,rolando_barbano,2020-08-11 19:21:15,M,TN
1284,rolando_barbano,2020-08-11 19:21:16,M,TN
1285,rolando_barbano,2020-08-11 19:21:17,M,TN
1286,rolando_barbano,2020-08-11 19:21:18,M,TN
1287,rolando_barbano,2020-08-11 19:21:19,M,TN
1288,rolando_barbano,2020-08-11 19:21:20,M,TN
1289,rolando_barbano,2020-08-11 19:21:21,M,TN
1290,rolando_barbano,2020-08-11 19:21:22,M,TN
1291,rolando_barbano,2020-08-11 19:21:23,M,TN
1292,rolando_barbano,2020-08-11 19:21:24,M,TN
1293,rolando_barbano,2020-08-11 19:21:25,M,TN
1294,rolando_barbano,2020-08-11 19:21:26,M,TN
1295,rolando_barbano,2020-08-11 19:21:27,M,TN
1296,rolando_barbano,2020-08-11 19:21:28,M,TN
1297,rolando_barbano,2020-08-11 19:21:29,M,TN
1298,rolando_barbano,2020-08-11 19:21:30,M,TN
1299,rolando_barbano,2020-08-11 19:21:31,M,TN
1300,rolando_barbano,2020-08-11 19:21:32,M,TN
1301,rolando_barbano,2020-08-11 19:21:33,M,TN
1302,rolando_barbano,2020-08-11 19:21:34,M,TN
1303,rolando_barbano,2020-08-11 19:21:35,M,TN
1304,rolando_barbano,2020-08-11 19:21:36,M,TN
1305,rolando_barbano,2020-08-11 19:21:37,M,TN
1306,rolando_barbano,2020-08-11 19:21:38,M,TN
1307,rolando_barbano,2020-08-11 19:21:39,M,TN
1308,rolando_barbano,2020-08-11 19:21:40,M,TN
1309,rolando_barbano,2020-08-11 19:21:41,M,TN
1310,rolando_barbano,2020-08-11 19:21:42,M,TN
1311,rolando_barbano,2020-08-11 19:21:43,M,TN
1312,rolando_barbano,2020-08-11 19:21:44,M,TN
1313,rolando_barbano,2020-08-11 19:21:45,M,TN
1314,rolando_barbano,2020-08-11 19:21:46,M,TN
1315,rolando_barbano,2020-08-11 19:21:47,M,TN
1316,rolando_barbano,2020-08-11 19:21:48,M,TN
1317,rolando_barbano,2020-08-11 19:21:49,M,TN
1318,rolando_barbano,2020-08-11 19:21:50,M,TN
1319,rolando_barbano,2020-08-11 19:21:51,M,TN
1320,rolando_barbano,2020-08-11 19:21:52,M,TN
1321,rolando_barbano,2020-08-11 19:21:53,M,TN
1322,rolando_barbano,2020-08-11 19:21:54,M,TN
1323,rolando_barbano,2020-08-11 19:21:55,M,TN
1324,rolando_barbano,2020-08-11 19:21:56,M,TN
1325,rolando_barbano,2020-08-11 19:21:57,M,TN
1326,rolando_barbano,2020-08-11 19:21:58,M,TN
1327,rolando_barbano,2020-08-11 19:21:59,M,TN
1328,rolando_barbano,2020-08-11 19:22:00,M,TN
1329,rolando_barbano,2020-08-11 19:22:01,M,TN
1330,rolando_barbano,2020-08-11 19:22:02,M,TN
1331,rolando_barbano,2020-08-11 19:22:03,M,TN
1332,rolando_barbano,2020-08-11 19:22:04,M,TN
1333,rolando_barbano,2020-08-11 19:22:05,M,TN
1334,rolando_barbano,2020-08-11 19:22:06,M,TN
1335,rolando_barbano,2020-08-11 19:22:07,M,TN
1336,rolando_barbano,2020-08-11 19:22:08,M,TN
1337,rolando_barbano,2020-08-11 19:22:09,M,TN
1338,rolando_barbano,2020-08-11 19:22:10,M,TN
1339,rolando_barbano,2020-08-11 19:22:11,M,TN
1340,rolando_barbano,2020-08-11 19:22:12,M,TN
1341,rolando_barbano,2020-08-11 19:22:13,M,TN
1342,rolando_barbano,2020-08-11 19:22:14,M,TN
1343,rolando_barbano,2020-08-11 19:22:15,M,TN
1344,rolando_barbano,2020-08-11 19:22:16,M,TN
1345,rolando_barbano,2020-08-11 19:22:17,M,TN
1346,rolando_barbano,2020-08-11 19:22:18,M,TN
1347,rolando_barbano,2020-08-11 19:22:19,M,TN
1348,rolando_barbano,2020-08-11 19:22:20,M,TN
1349,rolando_barbano,2020-08-11 19:22:21,M,TN
1350,rolando_barbano,2020-08-11 19:22:22,M,TN
1351,rolando_barbano,2020-08-11 19:22:23,M,TN
1352,rolando_barbano,2020-08-11 19:22:24,M,TN
1353,rolando_barbano,2020-08-11 19:22:25,M,TN
1354,rolando_barbano,2020-08-11 19:22:26,M,TN
1355,rolando_barbano,2020-08-11 19:22:27,M,TN
1356,rolando_barbano,2020-08-11 19:22:28,M,TN
1357,rolando_barbano,2020-08-11 19:22:29,M,TN
1358,rolando_barbano,2020-08-11 19:22:30,M,TN
1359,rolando_barbano,2020-08-11 19:22:31,M,TN
1360,rolando_barbano,2020-08-11 19:22:32,M,TN
1361,rolando_barbano,2020-08-11 19:22:33,M,TN
1362,rolando_barbano,2020-08-11 19:22:34,M,TN
1363,rolando_barbano,2020-08-11 19:22:35,M,TN
1364,rolando_barbano,2020-08-11 19:22:36,M,TN
1365,rolando_barbano,2020-08-11 19:22:37,M,TN
1366,rolando_barbano,2020-08-11 19:22:38,M,TN
1367,rolando_barbano,2020-08-11 19:22:39,M,TN
1368,rolando_barbano,2020-08-11 19:22:40,M,TN
1369,rolando_barbano,2020-08-11 19:22:41,M,TN
1370,rolando_barbano,2020-08-11 19:22:42,M,TN
1371,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:22:43,,TN
1372,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:22:44,,TN
1373,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:22:45,,TN
1374,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:22:46,,TN
1375,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:22:47,,TN
1376,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:22:48,,TN
1377,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:22:49,,TN
1378,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:22:50,,TN
1379,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:22:51,,TN
1380,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:22:52,,TN
1381,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:22:53,,TN
1382,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:22:54,,TN
1383,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:22:55,,TN
1384,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:22:56,,TN
1385,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:22:57,,TN
1386,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:22:58,,TN
