,personaje,fecha_hora,genero,fuente
1905,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:29,,TN
1906,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:30,,TN
1907,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:31,,TN
1908,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:32,,TN
1909,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:33,,TN
1910,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:34,,TN
1911,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:35,,TN
1912,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:36,,TN
1913,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:37,,TN
1914,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:38,,TN
1915,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:39,,TN
1916,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:40,,TN
1917,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:41,,TN
1918,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:42,,TN
1919,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:43,,TN
1920,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:44,,TN
1921,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:45,,TN
1922,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:46,,TN
1923,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:47,,TN
1924,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:48,,TN
1925,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:49,,TN
1926,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:50,,TN
1927,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:51,,TN
1928,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:52,,TN
1929,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:53,,TN
1930,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:54,,TN
1931,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:55,,TN
1932,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:56,,TN
1933,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:57,,TN
1934,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:31:58,,TN
1935,NO IDENTIFICADO,2020-08-11 19:31:59,F,TN
1936,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:00,,TN
1937,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:01,,TN
1938,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:02,,TN
1939,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:03,,TN
1940,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:04,,TN
1941,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:05,,TN
1942,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:06,,TN
1943,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:07,,TN
1944,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:08,,TN
1945,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:09,,TN
1946,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:10,,TN
1947,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:11,,TN
1948,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:12,,TN
1949,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:13,,TN
1950,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:14,,TN
1951,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:15,,TN
1952,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:16,,TN
1953,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:17,,TN
1954,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:18,,TN
1955,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:19,,TN
1956,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:20,,TN
1957,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:21,,TN
1958,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:22,,TN
1959,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:23,,TN
1960,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:24,,TN
1961,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:25,,TN
1962,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:26,,TN
1963,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:27,,TN
1964,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:28,,TN
1965,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:29,,TN
1966,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:30,,TN
1967,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:31,,TN
1968,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:32,,TN
1969,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:33,,TN
1970,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:34,,TN
1971,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:35,,TN
1972,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:36,,TN
1973,franco_mercuriali,2020-08-11 19:32:37,M,TN
1974,franco_mercuriali,2020-08-11 19:32:38,M,TN
1975,franco_mercuriali,2020-08-11 19:32:39,M,TN
1976,franco_mercuriali,2020-08-11 19:32:40,M,TN
1977,franco_mercuriali,2020-08-11 19:32:41,M,TN
1978,franco_mercuriali,2020-08-11 19:32:42,M,TN
1979,franco_mercuriali,2020-08-11 19:32:43,M,TN
1980,franco_mercuriali,2020-08-11 19:32:44,M,TN
1981,franco_mercuriali,2020-08-11 19:32:45,M,TN
1982,franco_mercuriali,2020-08-11 19:32:46,M,TN
1983,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:47,,TN
1984,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:48,,TN
1985,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:49,,TN
1986,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:50,,TN
1987,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:51,,TN
1988,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:52,,TN
1989,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:53,,TN
1990,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:54,,TN
1991,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:32:55,,TN
1992,NO IDENTIFICADO,2020-08-11 19:32:56,F,TN
1993,marcela_pagano,2020-08-11 19:32:57,F,TN
1994,marcela_pagano,2020-08-11 19:32:58,F,TN
1995,NO IDENTIFICADO,2020-08-11 19:32:59,F,TN
1996,marcela_pagano_2,2020-08-11 19:33:00,F,TN
1997,NO IDENTIFICADO,2020-08-11 19:33:01,F,TN
1998,NO IDENTIFICADO,2020-08-11 19:33:02,F,TN
1999,NO IDENTIFICADO,2020-08-11 19:33:03,F,TN
2000,NO IDENTIFICADO,2020-08-11 19:33:04,F,TN
2001,NO IDENTIFICADO,2020-08-11 19:33:05,F,TN
2002,NO IDENTIFICADO,2020-08-11 19:33:06,F,TN
2003,NO IDENTIFICADO,2020-08-11 19:33:07,M,TN
2004,NO IDENTIFICADO,2020-08-11 19:33:08,F,TN
2005,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:33:09,,TN
2006,marcela_pagano_2,2020-08-11 19:33:10,F,TN
2007,marcela_pagano,2020-08-11 19:33:11,F,TN
2008,marcela_pagano,2020-08-11 19:33:12,F,TN
2009,NO IDENTIFICADO,2020-08-11 19:33:13,F,TN
2010,NO IDENTIFICADO,2020-08-11 19:33:14,F,TN
2011,NO IDENTIFICADO,2020-08-11 19:33:15,F,TN
2012,NO IDENTIFICADO,2020-08-11 19:33:16,F,TN
2013,NO IDENTIFICADO,2020-08-11 19:33:17,F,TN
2014,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:33:18,,TN
2015,NO IDENTIFICADO,2020-08-11 19:33:19,F,TN
2016,NO IDENTIFICADO,2020-08-11 19:33:20,F,TN
2017,marcela_pagano,2020-08-11 19:33:21,F,TN
2018,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:33:22,,TN
2019,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:33:23,,TN
2020,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:33:24,,TN
2021,NO IDENTIFICADO,2020-08-11 19:33:25,F,TN
2022,NO IDENTIFICADO,2020-08-11 19:33:26,F,TN
2023,carolina_piparo,2020-08-11 19:33:27,F,TN
2024,marcela_pagano,2020-08-11 19:33:28,F,TN
2025,NO IDENTIFICADO,2020-08-11 19:33:29,F,TN
2026,NO IDENTIFICADO,2020-08-11 19:33:30,F,TN
2027,marcela_pagano,2020-08-11 19:33:31,F,TN
2028,NO IDENTIFICADO,2020-08-11 19:33:32,M,TN
2029,marcela_pagano,2020-08-11 19:33:33,F,TN
2030,NO IDENTIFICADO,2020-08-11 19:33:34,F,TN
2031,franco_mercuriali,2020-08-11 19:33:35,M,TN
2032,marcela_pagano,2020-08-11 19:33:36,F,TN
2033,marcela_pagano,2020-08-11 19:33:37,F,TN
2034,marcela_pagano,2020-08-11 19:33:38,F,TN
2035,marcela_pagano,2020-08-11 19:33:39,F,TN
2036,marcela_pagano,2020-08-11 19:33:40,F,TN
2037,marcela_pagano,2020-08-11 19:33:41,F,TN
2038,marcela_pagano,2020-08-11 19:33:42,F,TN
2039,marcela_pagano,2020-08-11 19:33:43,F,TN
2040,marcela_pagano,2020-08-11 19:33:44,F,TN
2041,marcela_pagano,2020-08-11 19:33:45,F,TN
2042,marcela_pagano,2020-08-11 19:33:46,F,TN
2043,marcela_pagano,2020-08-11 19:33:47,F,TN
2044,marcela_pagano,2020-08-11 19:33:48,F,TN
2045,carolina_amoroso,2020-08-11 19:33:49,F,TN
2046,carolina_amoroso,2020-08-11 19:33:50,F,TN
2047,carolina_amoroso,2020-08-11 19:33:51,F,TN
2048,carolina_amoroso,2020-08-11 19:33:52,F,TN
2049,carolina_amoroso,2020-08-11 19:33:53,F,TN
2050,carolina_amoroso,2020-08-11 19:33:54,F,TN
2051,carolina_amoroso,2020-08-11 19:33:55,F,TN
2052,carolina_amoroso,2020-08-11 19:33:56,F,TN
2053,carolina_amoroso,2020-08-11 19:33:57,F,TN
2054,carolina_amoroso,2020-08-11 19:33:58,F,TN
2055,marcela_pagano,2020-08-11 19:33:59,F,TN
2056,marcela_pagano,2020-08-11 19:34:00,F,TN
2057,marcela_pagano,2020-08-11 19:34:01,F,TN
2058,marcela_pagano,2020-08-11 19:34:02,F,TN
2059,NO IDENTIFICADO,2020-08-11 19:34:03,F,TN
2060,marcela_pagano,2020-08-11 19:34:04,F,TN
2061,marcela_pagano,2020-08-11 19:34:05,F,TN
2062,marcela_pagano,2020-08-11 19:34:06,F,TN
2063,marcela_pagano_2,2020-08-11 19:34:07,F,TN
2064,NO IDENTIFICADO,2020-08-11 19:34:08,F,TN
2065,NO IDENTIFICADO,2020-08-11 19:34:09,F,TN
2066,marcela_pagano,2020-08-11 19:34:10,F,TN
2067,marcela_pagano,2020-08-11 19:34:11,F,TN
2068,marcela_pagano,2020-08-11 19:34:12,F,TN
2069,marcela_pagano,2020-08-11 19:34:13,F,TN
2070,marcela_pagano,2020-08-11 19:34:14,F,TN
2071,maru_duffard,2020-08-11 19:34:15,F,TN
2072,NO IDENTIFICADO,2020-08-11 19:34:16,F,TN
2073,marcela_pagano,2020-08-11 19:34:17,F,TN
2074,marcela_pagano,2020-08-11 19:34:18,F,TN
2075,NO IDENTIFICADO,2020-08-11 19:34:19,M,TN
2076,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:34:20,,TN
2077,marcela_pagano,2020-08-11 19:34:21,F,TN
2078,marcela_pagano,2020-08-11 19:34:22,F,TN
2079,marcela_pagano,2020-08-11 19:34:23,F,TN
2080,marcela_pagano,2020-08-11 19:34:24,F,TN
2081,NO IDENTIFICADO,2020-08-11 19:34:25,M,TN
2082,NO IDENTIFICADO,2020-08-11 19:34:26,M,TN
2083,NO IDENTIFICADO,2020-08-11 19:34:27,F,TN
2084,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:34:28,,TN
2085,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:34:29,,TN
2086,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:34:30,,TN
2087,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:34:31,,TN
2088,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:34:32,,TN
2089,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:34:33,,TN
2090,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:34:34,,TN
2091,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:34:35,,TN
2092,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:34:36,,TN
2093,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:34:37,,TN
2094,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:34:38,,TN
2095,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:34:39,,TN
2096,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:34:40,,TN
2097,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:34:41,,TN
2098,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:34:42,,TN
2099,marcela_pagano,2020-08-11 19:34:43,F,TN
2100,NO IDENTIFICADO,2020-08-11 19:34:44,F,TN
2101,marcela_pagano,2020-08-11 19:34:45,F,TN
2102,marcela_pagano,2020-08-11 19:34:46,F,TN
2103,marcela_pagano,2020-08-11 19:34:47,F,TN
2104,marcela_pagano,2020-08-11 19:34:48,F,TN
2105,NO IDENTIFICADO,2020-08-11 19:34:49,F,TN
2106,NO IDENTIFICADO,2020-08-11 19:34:50,F,TN
2107,NO IDENTIFICADO,2020-08-11 19:34:51,F,TN
2108,NO IDENTIFICADO,2020-08-11 19:34:52,M,TN
2109,NO IDENTIFICADO,2020-08-11 19:34:53,F,TN
2110,NO IDENTIFICADO,2020-08-11 19:34:54,F,TN
2111,NO IDENTIFICADO,2020-08-11 19:34:55,F,TN
2112,NO IDENTIFICADO,2020-08-11 19:34:56,F,TN
2113,marcela_pagano,2020-08-11 19:34:57,F,TN
2114,NO IDENTIFICADO,2020-08-11 19:34:58,M,TN
2115,NO IDENTIFICADO,2020-08-11 19:34:59,F,TN
2116,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:35:00,,TN
2117,NO IDENTIFICADO,2020-08-11 19:35:01,M,TN
2118,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:35:02,,TN
2119,NO IDENTIFICADO,2020-08-11 19:35:03,F,TN
2120,marcela_pagano,2020-08-11 19:35:04,F,TN
2121,marcela_pagano,2020-08-11 19:35:05,F,TN
2122,marcela_pagano,2020-08-11 19:35:06,F,TN
2123,NO IDENTIFICADO,2020-08-11 19:35:07,F,TN
2124,franco_mercuriali,2020-08-11 19:35:08,M,TN
2125,franco_mercuriali,2020-08-11 19:35:09,M,TN
2126,carolina_amoroso,2020-08-11 19:35:10,F,TN
2127,NO IDENTIFICADO,2020-08-11 19:35:11,F,TN
2128,marcela_pagano,2020-08-11 19:35:12,F,TN
2129,marcela_pagano,2020-08-11 19:35:13,F,TN
2130,marcela_pagano,2020-08-11 19:35:14,F,TN
2131,marcela_pagano,2020-08-11 19:35:15,F,TN
2132,marcela_pagano,2020-08-11 19:35:16,F,TN
2133,NO IDENTIFICADO,2020-08-11 19:35:17,F,TN
2134,marcela_pagano,2020-08-11 19:35:18,F,TN
2135,marcela_pagano,2020-08-11 19:35:19,F,TN
2136,marcela_pagano,2020-08-11 19:35:20,F,TN
2137,marcela_pagano,2020-08-11 19:35:21,F,TN
2138,marcela_pagano,2020-08-11 19:35:22,F,TN
2139,marcela_pagano,2020-08-11 19:35:23,F,TN
2140,marcela_pagano,2020-08-11 19:35:24,F,TN
2141,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:35:25,,TN
2142,marcela_pagano_2,2020-08-11 19:35:26,F,TN
2143,NO IDENTIFICADO,2020-08-11 19:35:27,F,TN
2144,carolina_amoroso,2020-08-11 19:35:28,F,TN
2145,NO IDENTIFICADO,2020-08-11 19:35:29,F,TN
2146,marcela_pagano,2020-08-11 19:35:30,F,TN
2147,marcela_pagano,2020-08-11 19:35:31,F,TN
2148,NO IDENTIFICADO,2020-08-11 19:35:32,F,TN
2149,marcela_pagano,2020-08-11 19:35:33,F,TN
2150,NO IDENTIFICADO,2020-08-11 19:35:34,F,TN
2151,NO IDENTIFICADO,2020-08-11 19:35:35,F,TN
2152,marcela_pagano_2,2020-08-11 19:35:36,F,TN
2153,cristina_perez,2020-08-11 19:35:37,F,TN
2154,marcela_pagano,2020-08-11 19:35:38,F,TN
2155,NO IDENTIFICADO,2020-08-11 19:35:39,F,TN
2156,NO IDENTIFICADO,2020-08-11 19:35:40,F,TN
2157,NO IDENTIFICADO,2020-08-11 19:35:41,F,TN
2158,NO IDENTIFICADO,2020-08-11 19:35:42,F,TN
2159,marcela_pagano_2,2020-08-11 19:35:43,F,TN
2160,marcela_pagano,2020-08-11 19:35:44,F,TN
2161,marcela_pagano,2020-08-11 19:35:45,F,TN
2162,NO IDENTIFICADO,2020-08-11 19:35:46,F,TN
2163,marcela_pagano,2020-08-11 19:35:47,F,TN
2164,marcela_pagano,2020-08-11 19:35:48,F,TN
2165,marcela_pagano_2,2020-08-11 19:35:49,F,TN
2166,marcela_pagano,2020-08-11 19:35:50,F,TN
2167,marcela_pagano_2,2020-08-11 19:35:51,F,TN
2168,NO IDENTIFICADO,2020-08-11 19:35:52,F,TN
2169,marcela_pagano,2020-08-11 19:35:53,F,TN
2170,marcela_pagano,2020-08-11 19:35:54,F,TN
2171,NO IDENTIFICADO,2020-08-11 19:35:55,F,TN
2172,NO IDENTIFICADO,2020-08-11 19:35:56,F,TN
2173,marcela_pagano,2020-08-11 19:35:57,F,TN
2174,marcela_pagano_2,2020-08-11 19:35:58,F,TN
2175,marcela_pagano_2,2020-08-11 19:35:59,F,TN
2176,NO IDENTIFICADO,2020-08-11 19:36:00,F,TN
2177,marcela_pagano,2020-08-11 19:36:01,F,TN
2178,marcela_pagano,2020-08-11 19:36:02,F,TN
2179,marcela_pagano,2020-08-11 19:36:03,F,TN
2180,marcela_pagano,2020-08-11 19:36:04,F,TN
2181,marcela_pagano,2020-08-11 19:36:05,F,TN
2182,marcela_pagano_2,2020-08-11 19:36:06,F,TN
2183,marcela_pagano_2,2020-08-11 19:36:07,F,TN
2184,NO IDENTIFICADO,2020-08-11 19:36:08,M,TN
2185,marcela_pagano_2,2020-08-11 19:36:09,F,TN
2186,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:36:10,,TN
2187,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:36:11,,TN
2188,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:36:12,,TN
2189,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:36:13,,TN
2190,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:36:14,,TN
2191,SIN PERSONAS IDENTIFICABLES,2020-08-11 19:36:15,,TN
2192,carolina_amoroso,2020-08-11 19:36:16,F,TN
2193,carolina_amoroso,2020-08-11 19:36:17,F,TN
2194,carolina_amoroso,2020-08-11 19:36:18,F,TN
2195,carolina_amoroso,2020-08-11 19:36:19,F,TN
2196,carolina_amoroso,2020-08-11 19:36:20,F,TN
2197,carolina_amoroso,2020-08-11 19:36:21,F,TN
2198,carolina_amoroso,2020-08-11 19:36:22,F,TN
2199,carolina_amoroso,2020-08-11 19:36:23,F,TN
2200,carolina_amoroso,2020-08-11 19:36:24,F,TN
2201,carolina_amoroso,2020-08-11 19:36:25,F,TN
2202,carolina_amoroso,2020-08-11 19:36:26,F,TN
2203,carolina_amoroso,2020-08-11 19:36:27,F,TN
2204,carolina_amoroso,2020-08-11 19:36:28,F,TN
2205,carolina_amoroso,2020-08-11 19:36:29,F,TN
2206,carolina_amoroso,2020-08-11 19:36:30,F,TN
2207,carolina_amoroso,2020-08-11 19:36:31,F,TN
2208,carolina_amoroso,2020-08-11 19:36:32,F,TN
2209,carolina_amoroso,2020-08-11 19:36:33,F,TN
2210,carolina_amoroso,2020-08-11 19:36:34,F,TN
2211,carolina_amoroso,2020-08-11 19:36:35,F,TN
2212,carolina_amoroso,2020-08-11 19:36:36,F,TN
2213,carolina_amoroso,2020-08-11 19:36:37,F,TN
2214,carolina_amoroso,2020-08-11 19:36:38,F,TN
2215,carolina_amoroso,2020-08-11 19:36:39,F,TN
2216,carolina_amoroso,2020-08-11 19:36:40,F,TN
2217,carolina_amoroso,2020-08-11 19:36:41,F,TN
2218,carolina_amoroso,2020-08-11 19:36:42,F,TN
2219,carolina_amoroso,2020-08-11 19:36:43,F,TN
2220,carolina_amoroso,2020-08-11 19:36:44,F,TN
2221,carolina_amoroso,2020-08-11 19:36:45,F,TN
2222,carolina_amoroso,2020-08-11 19:36:46,F,TN
2223,carolina_amoroso,2020-08-11 19:36:47,F,TN
2224,carolina_amoroso,2020-08-11 19:36:48,F,TN
2225,carolina_amoroso,2020-08-11 19:36:49,F,TN
2226,carolina_amoroso,2020-08-11 19:36:50,F,TN
2227,carolina_amoroso,2020-08-11 19:36:51,F,TN
2228,carolina_amoroso,2020-08-11 19:36:52,F,TN
2229,carolina_amoroso,2020-08-11 19:36:53,F,TN
2230,carolina_amoroso,2020-08-11 19:36:54,F,TN
2231,carolina_amoroso,2020-08-11 19:36:55,F,TN
2232,carolina_amoroso,2020-08-11 19:36:56,F,TN
2233,carolina_amoroso,2020-08-11 19:36:57,F,TN
2234,carolina_amoroso,2020-08-11 19:36:58,F,TN
2235,carolina_amoroso,2020-08-11 19:36:59,F,TN
2236,marcela_pagano,2020-08-11 19:37:00,F,TN
2237,marcela_pagano,2020-08-11 19:37:01,F,TN
2238,marcela_pagano,2020-08-11 19:37:02,F,TN
2239,marcela_pagano,2020-08-11 19:37:03,F,TN
2240,marcela_pagano,2020-08-11 19:37:04,F,TN
2241,marcela_pagano,2020-08-11 19:37:05,F,TN
2242,marcela_pagano,2020-08-11 19:37:06,F,TN
2243,marcela_pagano,2020-08-11 19:37:07,F,TN
2244,marcela_pagano,2020-08-11 19:37:08,F,TN
2245,marcela_pagano,2020-08-11 19:37:09,F,TN
2246,marcela_pagano,2020-08-11 19:37:10,F,TN
2247,marcela_pagano,2020-08-11 19:37:11,F,TN
2248,marcela_pagano,2020-08-11 19:37:12,F,TN
2249,marcela_pagano,2020-08-11 19:37:13,F,TN
2250,marcela_pagano,2020-08-11 19:37:14,F,TN
2251,marcela_pagano,2020-08-11 19:37:15,F,TN
2252,marcela_pagano,2020-08-11 19:37:16,F,TN
2253,marcela_pagano,2020-08-11 19:37:17,F,TN
2254,marcela_pagano,2020-08-11 19:37:18,F,TN
2255,marcela_pagano,2020-08-11 19:37:19,F,TN
2256,marcela_pagano,2020-08-11 19:37:20,F,TN
2257,marcela_pagano,2020-08-11 19:37:21,F,TN
2258,marcela_pagano,2020-08-11 19:37:22,F,TN
2259,marcela_pagano,2020-08-11 19:37:23,F,TN
2260,marcela_pagano,2020-08-11 19:37:24,F,TN
2261,marcela_pagano,2020-08-11 19:37:25,F,TN
2262,NO IDENTIFICADO,2020-08-11 19:37:26,F,TN
2263,NO IDENTIFICADO,2020-08-11 19:37:27,F,TN
2264,NO IDENTIFICADO,2020-08-11 19:37:28,M,TN
2265,NO IDENTIFICADO,2020-08-11 19:37:29,F,TN
2266,lucia_salinas,2020-08-11 19:37:30,F,TN
2267,NO IDENTIFICADO,2020-08-11 19:37:31,F,TN
2268,NO IDENTIFICADO,2020-08-11 19:37:32,F,TN
2269,marcela_pagano,2020-08-11 19:37:33,F,TN
2270,carolina_amoroso,2020-08-11 19:37:34,F,TN
2271,NO IDENTIFICADO,2020-08-11 19:37:35,F,TN
2272,marcela_pagano,2020-08-11 19:37:36,F,TN
2273,NO IDENTIFICADO,2020-08-11 19:37:37,F,TN
2274,marcela_pagano,2020-08-11 19:37:38,F,TN
2275,NO IDENTIFICADO,2020-08-11 19:37:39,F,TN
2276,NO IDENTIFICADO,2020-08-11 19:37:40,F,TN
2277,NO IDENTIFICADO,2020-08-11 19:37:41,F,TN
2278,NO IDENTIFICADO,2020-08-11 19:37:42,F,TN
2279,NO IDENTIFICADO,2020-08-11 19:37:43,F,TN
2280,NO IDENTIFICADO,2020-08-11 19:37:44,F,TN
2281,NO IDENTIFICADO,2020-08-11 19:37:45,F,TN
2282,NO IDENTIFICADO,2020-08-11 19:37:46,F,TN
2283,NO IDENTIFICADO,2020-08-11 19:37:47,F,TN
2284,NO IDENTIFICADO,2020-08-11 19:37:48,F,TN
2285,franco_mercuriali,2020-08-11 19:37:49,M,TN
2286,marcela_pagano,2020-08-11 19:37:50,F,TN
2287,NO IDENTIFICADO,2020-08-11 19:37:51,F,TN
2288,NO IDENTIFICADO,2020-08-11 19:37:52,F,TN
2289,NO IDENTIFICADO,2020-08-11 19:37:53,M,TN
2290,marcela_pagano,2020-08-11 19:37:54,F,TN
2291,marcela_pagano,2020-08-11 19:37:55,F,TN
2292,NO IDENTIFICADO,2020-08-11 19:37:56,F,TN
2293,marcela_pagano,2020-08-11 19:37:57,F,TN
2294,NO IDENTIFICADO,2020-08-11 19:37:58,F,TN
2295,marcela_pagano,2020-08-11 19:37:59,F,TN
2296,marcela_pagano,2020-08-11 19:38:00,F,TN
2297,NO IDENTIFICADO,2020-08-11 19:38:01,F,TN
2298,marcela_pagano_2,2020-08-11 19:38:02,F,TN
2299,NO IDENTIFICADO,2020-08-11 19:38:03,F,TN
2300,marcela_pagano_2,2020-08-11 19:38:04,F,TN
2301,NO IDENTIFICADO,2020-08-11 19:38:05,F,TN
2302,NO IDENTIFICADO,2020-08-11 19:38:06,F,TN
2303,marcela_pagano_2,2020-08-11 19:38:07,F,TN
2304,NO IDENTIFICADO,2020-08-11 19:38:08,F,TN
2305,marcela_pagano,2020-08-11 19:38:09,F,TN
2306,NO IDENTIFICADO,2020-08-11 19:38:10,F,TN
2307,NO IDENTIFICADO,2020-08-11 19:38:11,F,TN
2308,NO IDENTIFICADO,2020-08-11 19:38:12,F,TN
2309,NO IDENTIFICADO,2020-08-11 19:38:13,F,TN
2310,NO IDENTIFICADO,2020-08-11 19:38:14,F,TN
2311,NO IDENTIFICADO,2020-08-11 19:38:15,F,TN
2312,NO IDENTIFICADO,2020-08-11 19:38:16,F,TN
2313,marcela_pagano,2020-08-11 19:38:17,F,TN
2314,NO IDENTIFICADO,2020-08-11 19:38:18,F,TN
2315,marcela_pagano,2020-08-11 19:38:19,F,TN
2316,NO IDENTIFICADO,2020-08-11 19:38:20,M,TN
2317,NO IDENTIFICADO,2020-08-11 19:38:21,F,TN
2318,NO IDENTIFICADO,2020-08-11 19:38:22,F,TN
2319,marcela_pagano,2020-08-11 19:38:23,F,TN
2320,NO IDENTIFICADO,2020-08-11 19:38:24,F,TN
2321,NO IDENTIFICADO,2020-08-11 19:38:25,M,TN
2322,carolina_piparo,2020-08-11 19:38:26,F,TN
2323,NO IDENTIFICADO,2020-08-11 19:38:27,F,TN
2324,NO IDENTIFICADO,2020-08-11 19:38:28,F,TN
2325,marcela_pagano,2020-08-11 19:38:29,F,TN
2326,NO IDENTIFICADO,2020-08-11 19:38:30,F,TN
2327,NO IDENTIFICADO,2020-08-11 19:38:31,F,TN
