,personaje,fecha_hora,genero,file,fuente
0,c_rolando_barbano,2020-08-15 16:30:30,M,TN2020-08-15-16-30-30.mp4,TN
1,c_rolando_barbano,2020-08-15 16:30:31,M,TN2020-08-15-16-30-30.mp4,TN
2,c_rolando_barbano,2020-08-15 16:30:32,M,TN2020-08-15-16-30-30.mp4,TN
3,c_rolando_barbano,2020-08-15 16:30:33,M,TN2020-08-15-16-30-30.mp4,TN
4,c_rolando_barbano,2020-08-15 16:30:34,M,TN2020-08-15-16-30-30.mp4,TN
5,c_ricardo_canaletti,2020-08-15 16:30:34,M,TN2020-08-15-16-30-30.mp4,TN
6,c_rolando_barbano,2020-08-15 16:30:35,M,TN2020-08-15-16-30-30.mp4,TN
7,c_ricardo_canaletti,2020-08-15 16:30:35,M,TN2020-08-15-16-30-30.mp4,TN
8,c_rolando_barbano,2020-08-15 16:30:36,M,TN2020-08-15-16-30-30.mp4,TN
9,c_ricardo_canaletti,2020-08-15 16:30:36,M,TN2020-08-15-16-30-30.mp4,TN
10,c_rolando_barbano,2020-08-15 16:30:37,M,TN2020-08-15-16-30-30.mp4,TN
11,c_ricardo_canaletti,2020-08-15 16:30:37,M,TN2020-08-15-16-30-30.mp4,TN
12,c_rolando_barbano,2020-08-15 16:30:38,M,TN2020-08-15-16-30-30.mp4,TN
13,c_ricardo_canaletti,2020-08-15 16:30:38,M,TN2020-08-15-16-30-30.mp4,TN
14,c_ricardo_canaletti,2020-08-15 16:30:39,M,TN2020-08-15-16-30-30.mp4,TN
15,c_rolando_barbano,2020-08-15 16:30:39,M,TN2020-08-15-16-30-30.mp4,TN
16,c_rolando_barbano,2020-08-15 16:30:40,M,TN2020-08-15-16-30-30.mp4,TN
17,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:30:41,,TN2020-08-15-16-30-30.mp4,TN
18,c_ricardo_canaletti,2020-08-15 16:30:42,M,TN2020-08-15-16-30-30.mp4,TN
19,jorge_lanata,2020-08-15 16:30:42,M,TN2020-08-15-16-30-30.mp4,TN
20,c_ricardo_canaletti,2020-08-15 16:30:43,M,TN2020-08-15-16-30-30.mp4,TN
21,jorge_lanata,2020-08-15 16:30:43,M,TN2020-08-15-16-30-30.mp4,TN
22,NO IDENTIFICADO,2020-08-15 16:30:44,M,TN2020-08-15-16-30-30.mp4,TN
23,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:30:45,,TN2020-08-15-16-30-30.mp4,TN
24,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:30:46,,TN2020-08-15-16-30-30.mp4,TN
25,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:30:47,,TN2020-08-15-16-30-30.mp4,TN
26,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:30:48,,TN2020-08-15-16-30-30.mp4,TN
27,c_ricardo_canaletti,2020-08-15 16:30:49,M,TN2020-08-15-16-30-30.mp4,TN
28,c_ricardo_canaletti,2020-08-15 16:30:50,M,TN2020-08-15-16-30-30.mp4,TN
29,c_ricardo_canaletti,2020-08-15 16:30:51,M,TN2020-08-15-16-30-30.mp4,TN
30,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:30:52,,TN2020-08-15-16-30-30.mp4,TN
31,c_ricardo_canaletti,2020-08-15 16:30:53,M,TN2020-08-15-16-30-30.mp4,TN
32,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:30:54,,TN2020-08-15-16-30-30.mp4,TN
33,c_rolando_barbano,2020-08-15 16:30:55,M,TN2020-08-15-16-30-30.mp4,TN
34,c_rolando_barbano,2020-08-15 16:30:56,M,TN2020-08-15-16-30-30.mp4,TN
35,c_rolando_barbano,2020-08-15 16:30:56,M,TN2020-08-15-16-30-30.mp4,TN
36,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:30:57,,TN2020-08-15-16-30-30.mp4,TN
37,c_ricardo_canaletti,2020-08-15 16:30:58,M,TN2020-08-15-16-30-30.mp4,TN
38,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:30:59,,TN2020-08-15-16-30-30.mp4,TN
39,c_rolando_barbano,2020-08-15 16:31:00,M,TN2020-08-15-16-30-30.mp4,TN
40,c_ricardo_canaletti,2020-08-15 16:31:00,M,TN2020-08-15-16-30-30.mp4,TN
41,c_rolando_barbano,2020-08-15 16:31:01,M,TN2020-08-15-16-30-30.mp4,TN
42,c_ricardo_canaletti,2020-08-15 16:31:01,M,TN2020-08-15-16-30-30.mp4,TN
43,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:02,,TN2020-08-15-16-30-30.mp4,TN
44,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:03,,TN2020-08-15-16-30-30.mp4,TN
45,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:04,,TN2020-08-15-16-30-30.mp4,TN
46,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:05,,TN2020-08-15-16-30-30.mp4,TN
47,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:06,,TN2020-08-15-16-30-30.mp4,TN
48,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:07,,TN2020-08-15-16-30-30.mp4,TN
49,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:08,,TN2020-08-15-16-30-30.mp4,TN
50,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:09,,TN2020-08-15-16-30-30.mp4,TN
51,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:10,,TN2020-08-15-16-30-30.mp4,TN
52,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:11,,TN2020-08-15-16-30-30.mp4,TN
53,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:12,,TN2020-08-15-16-30-30.mp4,TN
54,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:13,,TN2020-08-15-16-30-30.mp4,TN
55,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:14,,TN2020-08-15-16-30-30.mp4,TN
56,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:15,,TN2020-08-15-16-30-30.mp4,TN
57,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:16,,TN2020-08-15-16-30-30.mp4,TN
58,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:17,,TN2020-08-15-16-30-30.mp4,TN
59,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:18,,TN2020-08-15-16-30-30.mp4,TN
60,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:19,,TN2020-08-15-16-30-30.mp4,TN
61,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:20,,TN2020-08-15-16-30-30.mp4,TN
62,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:21,,TN2020-08-15-16-30-30.mp4,TN
63,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:22,,TN2020-08-15-16-30-30.mp4,TN
64,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:23,,TN2020-08-15-16-30-30.mp4,TN
65,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:24,,TN2020-08-15-16-30-30.mp4,TN
66,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:25,,TN2020-08-15-16-30-30.mp4,TN
67,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:26,,TN2020-08-15-16-30-30.mp4,TN
68,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:27,,TN2020-08-15-16-30-30.mp4,TN
69,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:28,,TN2020-08-15-16-30-30.mp4,TN
70,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:29,,TN2020-08-15-16-30-30.mp4,TN
71,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:30,,TN2020-08-15-16-30-30.mp4,TN
72,SIN PERSONAS IDENTIFICABLES,2020-08-15 16:31:31,,TN2020-08-15-16-30-30.mp4,TN
