,personaje,fecha_hora,genero,file,fuente
0,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:19,,TN2020-08-18-19-00-19.mp4,TN
1,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:20,,TN2020-08-18-19-00-19.mp4,TN
2,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:21,,TN2020-08-18-19-00-19.mp4,TN
3,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:22,,TN2020-08-18-19-00-19.mp4,TN
4,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:23,,TN2020-08-18-19-00-19.mp4,TN
5,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:24,,TN2020-08-18-19-00-19.mp4,TN
6,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:25,,TN2020-08-18-19-00-19.mp4,TN
7,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:26,,TN2020-08-18-19-00-19.mp4,TN
8,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:27,,TN2020-08-18-19-00-19.mp4,TN
9,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:28,,TN2020-08-18-19-00-19.mp4,TN
10,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:29,,TN2020-08-18-19-00-19.mp4,TN
11,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:30,,TN2020-08-18-19-00-19.mp4,TN
12,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:31,,TN2020-08-18-19-00-19.mp4,TN
13,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:32,,TN2020-08-18-19-00-19.mp4,TN
14,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:33,,TN2020-08-18-19-00-19.mp4,TN
15,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:34,,TN2020-08-18-19-00-19.mp4,TN
16,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:35,,TN2020-08-18-19-00-19.mp4,TN
17,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:36,,TN2020-08-18-19-00-19.mp4,TN
18,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:37,,TN2020-08-18-19-00-19.mp4,TN
19,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:38,,TN2020-08-18-19-00-19.mp4,TN
20,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:39,,TN2020-08-18-19-00-19.mp4,TN
21,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:40,,TN2020-08-18-19-00-19.mp4,TN
22,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:41,,TN2020-08-18-19-00-19.mp4,TN
23,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:42,,TN2020-08-18-19-00-19.mp4,TN
24,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:43,,TN2020-08-18-19-00-19.mp4,TN
25,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:44,,TN2020-08-18-19-00-19.mp4,TN
26,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:45,,TN2020-08-18-19-00-19.mp4,TN
27,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:46,,TN2020-08-18-19-00-19.mp4,TN
28,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:47,,TN2020-08-18-19-00-19.mp4,TN
29,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:48,,TN2020-08-18-19-00-19.mp4,TN
30,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:49,,TN2020-08-18-19-00-19.mp4,TN
31,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:50,,TN2020-08-18-19-00-19.mp4,TN
32,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:51,,TN2020-08-18-19-00-19.mp4,TN
33,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:52,,TN2020-08-18-19-00-19.mp4,TN
34,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:53,,TN2020-08-18-19-00-19.mp4,TN
35,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:54,,TN2020-08-18-19-00-19.mp4,TN
36,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:55,,TN2020-08-18-19-00-19.mp4,TN
37,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:56,,TN2020-08-18-19-00-19.mp4,TN
38,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:57,,TN2020-08-18-19-00-19.mp4,TN
39,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:58,,TN2020-08-18-19-00-19.mp4,TN
40,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:00:59,,TN2020-08-18-19-00-19.mp4,TN
41,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:00,,TN2020-08-18-19-00-19.mp4,TN
42,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:01,,TN2020-08-18-19-00-19.mp4,TN
43,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:02,,TN2020-08-18-19-00-19.mp4,TN
44,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:03,,TN2020-08-18-19-00-19.mp4,TN
45,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:04,,TN2020-08-18-19-00-19.mp4,TN
46,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:05,,TN2020-08-18-19-00-19.mp4,TN
47,NO IDENTIFICADO,2020-08-18 19:01:06,F,TN2020-08-18-19-00-19.mp4,TN
48,luis_naidenoff,2020-08-18 19:01:07,M,TN2020-08-18-19-00-19.mp4,TN
49,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:07,,TN2020-08-18-19-00-19.mp4,TN
50,NO IDENTIFICADO,2020-08-18 19:01:07,M,TN2020-08-18-19-00-19.mp4,TN
51,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:07,,TN2020-08-18-19-00-19.mp4,TN
52,NO IDENTIFICADO,2020-08-18 19:01:08,F,TN2020-08-18-19-00-19.mp4,TN
53,luis_naidenoff,2020-08-18 19:01:08,M,TN2020-08-18-19-00-19.mp4,TN
54,nelson_castro,2020-08-18 19:01:08,M,TN2020-08-18-19-00-19.mp4,TN
55,luis_naidenoff,2020-08-18 19:01:09,M,TN2020-08-18-19-00-19.mp4,TN
56,NO IDENTIFICADO,2020-08-18 19:01:09,F,TN2020-08-18-19-00-19.mp4,TN
57,NO IDENTIFICADO,2020-08-18 19:01:10,M,TN2020-08-18-19-00-19.mp4,TN
58,c_maru_duffard_2,2020-08-18 19:01:11,F,TN2020-08-18-19-00-19.mp4,TN
59,c_maru_duffard_2,2020-08-18 19:01:12,F,TN2020-08-18-19-00-19.mp4,TN
60,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:12,,TN2020-08-18-19-00-19.mp4,TN
61,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:12,,TN2020-08-18-19-00-19.mp4,TN
62,NO IDENTIFICADO,2020-08-18 19:01:13,M,TN2020-08-18-19-00-19.mp4,TN
63,c_maru_duffard_2,2020-08-18 19:01:13,F,TN2020-08-18-19-00-19.mp4,TN
64,NO IDENTIFICADO,2020-08-18 19:01:14,M,TN2020-08-18-19-00-19.mp4,TN
65,NO IDENTIFICADO,2020-08-18 19:01:14,M,TN2020-08-18-19-00-19.mp4,TN
66,c_maru_duffard_2,2020-08-18 19:01:14,F,TN2020-08-18-19-00-19.mp4,TN
67,NO IDENTIFICADO,2020-08-18 19:01:15,M,TN2020-08-18-19-00-19.mp4,TN
68,NO IDENTIFICADO,2020-08-18 19:01:15,M,TN2020-08-18-19-00-19.mp4,TN
69,c_luciana_geuna,2020-08-18 19:01:15,F,TN2020-08-18-19-00-19.mp4,TN
70,NO IDENTIFICADO,2020-08-18 19:01:16,M,TN2020-08-18-19-00-19.mp4,TN
71,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:16,,TN2020-08-18-19-00-19.mp4,TN
72,hernan_lombardi,2020-08-18 19:01:17,M,TN2020-08-18-19-00-19.mp4,TN
73,NO IDENTIFICADO,2020-08-18 19:01:17,M,TN2020-08-18-19-00-19.mp4,TN
74,jorge_lanata,2020-08-18 19:01:18,M,TN2020-08-18-19-00-19.mp4,TN
75,hernan_lombardi,2020-08-18 19:01:18,M,TN2020-08-18-19-00-19.mp4,TN
76,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:19,,TN2020-08-18-19-00-19.mp4,TN
77,josep_maria_bartomeu,2020-08-18 19:01:20,M,TN2020-08-18-19-00-19.mp4,TN
78,NO IDENTIFICADO,2020-08-18 19:01:20,F,TN2020-08-18-19-00-19.mp4,TN
79,diego_santilli_2,2020-08-18 19:01:21,F,TN2020-08-18-19-00-19.mp4,TN
80,NO IDENTIFICADO,2020-08-18 19:01:21,F,TN2020-08-18-19-00-19.mp4,TN
81,nelson_castro,2020-08-18 19:01:21,M,TN2020-08-18-19-00-19.mp4,TN
82,victor_hugo_morales,2020-08-18 19:01:22,F,TN2020-08-18-19-00-19.mp4,TN
83,diego_santilli_2,2020-08-18 19:01:22,F,TN2020-08-18-19-00-19.mp4,TN
84,nelson_castro,2020-08-18 19:01:22,M,TN2020-08-18-19-00-19.mp4,TN
85,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:22,,TN2020-08-18-19-00-19.mp4,TN
86,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:23,,TN2020-08-18-19-00-19.mp4,TN
87,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:24,,TN2020-08-18-19-00-19.mp4,TN
88,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:25,,TN2020-08-18-19-00-19.mp4,TN
89,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:26,,TN2020-08-18-19-00-19.mp4,TN
90,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:27,,TN2020-08-18-19-00-19.mp4,TN
91,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:28,,TN2020-08-18-19-00-19.mp4,TN
92,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:29,,TN2020-08-18-19-00-19.mp4,TN
93,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:30,,TN2020-08-18-19-00-19.mp4,TN
94,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:31,,TN2020-08-18-19-00-19.mp4,TN
95,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:32,,TN2020-08-18-19-00-19.mp4,TN
96,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:33,,TN2020-08-18-19-00-19.mp4,TN
97,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:34,,TN2020-08-18-19-00-19.mp4,TN
98,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:35,,TN2020-08-18-19-00-19.mp4,TN
99,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:36,,TN2020-08-18-19-00-19.mp4,TN
100,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:37,,TN2020-08-18-19-00-19.mp4,TN
101,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:38,,TN2020-08-18-19-00-19.mp4,TN
102,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:39,,TN2020-08-18-19-00-19.mp4,TN
103,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:40,,TN2020-08-18-19-00-19.mp4,TN
104,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:41,,TN2020-08-18-19-00-19.mp4,TN
105,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:42,,TN2020-08-18-19-00-19.mp4,TN
106,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:43,,TN2020-08-18-19-00-19.mp4,TN
107,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:44,,TN2020-08-18-19-00-19.mp4,TN
108,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:45,,TN2020-08-18-19-00-19.mp4,TN
109,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:46,,TN2020-08-18-19-00-19.mp4,TN
110,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:47,,TN2020-08-18-19-00-19.mp4,TN
111,SIN PERSONAS IDENTIFICABLES,2020-08-18 19:01:48,,TN2020-08-18-19-00-19.mp4,TN
